snapshot_index,snapshot_name,snapshot_dir,performance_epoch,performance_run_dir,status,goal_reached,total_steps,completion_time_s,solver_compute_time_s,environment_step_wall_time_s,total_wall_time_s,torque_abs_integral_nm_s,torque_signed_integral_nm_s,mean_abs_torque_nm,rl_segments,mean_bbar,mean_hbar,mean_burst_steps,mean_horizon_steps,final_theta_rad,final_omega_rad_s
72,online-critic_20260630T204558921839,artifacts/model-snapshots/online-critic_20260630T204558921839,73,artifacts/experiments/online-training-epoch-73_20260630T204558,goal_reached,True,932,9.32,32.51417509300518,0.07850504736416042,36.92559812500258,2.844616280090639,-0.5798505352734246,0.30521633906551915,124,0.4862903225806451,0.19274193548387097,7.209677419354839,39.21774193548387,0.013942128510704378,-0.04366204660440164
73,online-critic_20260630T204639900793,artifacts/model-snapshots/online-critic_20260630T204639900793,74,artifacts/experiments/online-training-epoch-74_20260630T204639,goal_reached,True,1109,11.09,22.29939024813939,0.09410909184953198,26.233684500009986,2.9293384776862514,0.165970476466435,0.2641423334252706,200,0.53375,0.048125,3.45,10.475,6.269180832744138,0.0438807235683954
74,online-critic_20260630T204714260648,artifacts/model-snapshots/online-critic_20260630T204714260648,75,artifacts/experiments/online-training-epoch-75_20260630T204714,goal_reached,True,1093,10.93,34.16078016202664,0.10301032912684605,39.0006374999939,3.0454051162520512,-0.8811483553038051,0.27862809846770825,214,0.41892523364485984,0.10665887850467287,5.210280373831775,22.065420560747665,6.269337182118427,0.043490357424729564
75,online-critic_20260630T204800079323,artifacts/model-snapshots/online-critic_20260630T204800079323,76,artifacts/experiments/online-training-epoch-76_20260630T204800,goal_reached,True,1858,18.580000000000002,23.114286871103104,0.1480209945293609,26.762138709018473,2.5525639470402597,0.7852278317955564,0.1373823437588945,253,0.40632411067193674,0.0625494071146245,2.6047430830039526,13.422924901185771,6.269371301374518,0.04291796035051218
76,online-critic_20260630T204835648330,artifacts/model-snapshots/online-critic_20260630T204835648330,77,artifacts/experiments/online-training-epoch-77_20260630T204835,goal_reached,True,1283,12.83,21.822496959997807,0.08238014974631369,25.876764375017956,3.04181968237137,-0.06525285667838816,0.23708649122146294,165,0.07530303030303032,0.0690909090909091,4.236363636363636,14.757575757575758,0.013766031765132343,-0.04310905901681517
77,online-critic_20260630T204907026998,artifacts/model-snapshots/online-critic_20260630T204907026998,78,artifacts/experiments/online-training-epoch-78_20260630T204907,goal_reached,True,907,9.07,28.144309000781504,0.08280447748256847,32.3760705839959,3.147722072023531,1.144744538914249,0.3470476374888127,165,0.2872727272727273,0.12075757575757574,3.787878787878788,25.048484848484847,0.013814917754700194,-0.04314446396266009
78,online-critic_20260630T204945274246,artifacts/model-snapshots/online-critic_20260630T204945274246,79,artifacts/experiments/online-training-epoch-79_20260630T204945,goal_reached,True,1370,13.700000000000001,19.793235875898972,0.0999556794995442,23.320166292018257,2.5787745808148914,-0.7183955253354143,0.1882317212273643,318,0.5457547169811321,0.03262578616352201,2.3553459119496853,7.487421383647798,6.2692073799723005,0.043772325712798675
79,online-critic_20260630T205018549744,artifacts/model-snapshots/online-critic_20260630T205018549744,80,artifacts/experiments/online-training-epoch-80_20260630T205018,goal_reached,True,1475,14.75,39.26300840298063,0.10122304802644067,43.792939083999954,3.0584531126499277,0.4816210860897611,0.2073527533999951,270,0.15324074074074073,0.1636111111111111,2.933333333333333,33.666666666666664,6.269240933991871,0.04334864009053329
80,online-critic_20260630T205108941741,artifacts/model-snapshots/online-critic_20260630T205108941741,81,artifacts/experiments/online-training-epoch-81_20260630T205109,goal_reached,True,1173,11.73,16.991542576113716,0.07136787951458246,19.875510000012582,3.540332146141659,1.2751338911924146,0.3018185972840289,171,0.13157894736842105,0.05614035087719299,3.3859649122807016,12.163742690058479,6.269091572463923,0.043771706768732016
81,online-critic_20260630T205133508282,artifacts/model-snapshots/online-critic_20260630T205133508282,82,artifacts/experiments/online-training-epoch-82_20260630T205133,goal_reached,True,979,9.790000000000001,18.728205909923417,0.07330975224613212,22.10559520899551,3.0024528890526683,0.29117710395500895,0.30668568836084453,155,0.3962903225806452,0.06080645161290323,4.645161290322581,13.064516129032258,0.01388093578408473,-0.0434683086069198
82,online-critic_20260630T205200465756,artifacts/model-snapshots/online-critic_20260630T205200465756,83,artifacts/experiments/online-training-epoch-83_20260630T205200,goal_reached,True,1042,10.42,13.845461701072054,0.05964967902400531,16.203614540980197,2.45358326933775,1.7707980668784036,0.23546864389037908,163,0.6411042944785276,0.051687116564417185,3.3190184049079754,11.300613496932515,0.013664024568980174,-0.0428112346227786
83,online-critic_20260630T205221089387,artifacts/model-snapshots/online-critic_20260630T205221089387,84,artifacts/experiments/online-training-epoch-84_20260630T205221,goal_reached,True,911,9.11,40.08851825012243,0.06183915355359204,43.305209749989444,2.9680417099629812,0.22416475033287675,0.3258004072407224,228,0.2086622807017544,0.25219298245614036,2.504385964912281,51.39035087719298,-0.0017698762317122614,-0.04741624603477439
84,online-critic_20260630T205309731367,artifacts/model-snapshots/online-critic_20260630T205309731367,85,artifacts/experiments/online-training-epoch-85_20260630T205309,goal_reached,True,1192,11.92,18.41314483372844,0.06959042040398344,21.32779258300434,3.5027670246488047,0.6424964901970912,0.29385629401416147,238,0.5080882352941177,0.04716386554621849,3.172268907563025,10.365546218487395,0.013580322264644099,-0.04403087163222319
85,online-critic_20260630T205337997068,artifacts/model-snapshots/online-critic_20260630T205337997068,86,artifacts/experiments/online-training-epoch-86_20260630T205338,goal_reached,True,972,9.72,15.444404705864144,0.06627455799025483,17.974091500014765,2.8235018467642625,0.6943069022444527,0.2904837290909735,206,0.5233009708737864,0.04902912621359224,3.0776699029126213,10.75242718446602,0.013767989126502615,-0.04402339476030938
86,online-critic_20260630T205401855914,artifacts/model-snapshots/online-critic_20260630T205401855914,87,artifacts/experiments/online-training-epoch-87_20260630T205401,goal_reached,True,1241,12.41,17.76298921077978,0.08196105877868831,20.744326207990525,2.966096803482401,0.29055246602280776,0.2390086062435456,153,0.07500000000000001,0.06307189542483661,3.9673202614379086,13.601307189542483,0.014528679724126433,-0.04351882015179813
87,online-critic_20260630T205426884172,artifacts/model-snapshots/online-critic_20260630T205426884172,88,artifacts/experiments/online-training-epoch-88_20260630T205426,goal_reached,True,1176,11.76,21.7010040388559,0.07643402862595394,25.664602375007235,2.980685771183136,0.5739657233278841,0.2534596744203347,158,0.5947784810126582,0.07056962025316457,5.2215189873417724,15.031645569620252,6.269403350625597,0.04337419564506567
88,online-critic_20260630T205457685647,artifacts/model-snapshots/online-critic_20260630T205457685647,89,artifacts/experiments/online-training-epoch-89_20260630T205457,goal_reached,True,1414,14.14,27.260981010069372,0.12174600196885876,32.099421499995515,2.950030635140351,0.687736426635098,0.20863017221643218,302,0.7932947019867549,0.0423841059602649,2.7450331125827816,9.433774834437086,12.552286586225081,0.04410721780333874
89,online-critic_20260630T205537348864,artifacts/model-snapshots/online-critic_20260630T205537348864,90,artifacts/experiments/online-training-epoch-90_20260630T205537,goal_reached,True,1577,15.77,39.2952293411945,0.13330076617421582,46.35653979200288,2.8233466874882582,0.8115182011799753,0.17903276394979445,399,0.16879699248120303,0.04843358395989976,3.363408521303258,10.639097744360901,-6.2692600565278935,-0.0436073657506749
90,online-critic_20260630T205633867012,artifacts/model-snapshots/online-critic_20260630T205633867012,91,artifacts/experiments/online-training-epoch-91_20260630T205634,goal_reached,True,956,9.56,15.800360006978735,0.06793370601371862,18.541280208009994,2.8467657228807286,0.6588581843341291,0.2977788413055155,190,0.5989473684210527,0.04052631578947369,3.1842105263157894,9.052631578947368,0.014340455193622249,-0.04162926804831305
91,online-critic_20260630T205701984674,artifacts/model-snapshots/online-critic_20260630T205701984674,92,artifacts/experiments/online-training-epoch-92_20260630T205702,goal_reached,True,1084,10.84,20.217026452708524,0.08571510200272314,23.80992991599487,3.3459140075988274,0.5100235853671296,0.3086636538375302,192,0.2565104166666667,0.04414062500000001,3.0416666666666665,9.786458333333334,6.270477306966762,0.04327244137408414
92,online-critic_20260630T205734097802,artifacts/model-snapshots/online-critic_20260630T205734097802,93,artifacts/experiments/online-training-epoch-93_20260630T205734,goal_reached,True,985,9.85,23.2309814580658,0.09185945740318857,27.219151792000048,2.881686331731513,0.49882243158740325,0.292556987993047,161,0.5562111801242237,0.06304347826086958,4.180124223602484,13.540372670807454,0.013693160067445715,-0.043056450506585464
93,online-critic_20260630T205807155573,artifacts/model-snapshots/online-critic_20260630T205807155573,94,artifacts/experiments/online-training-epoch-94_20260630T205807,goal_reached,True,1475,14.75,54.213929790159455,0.12382400778005831,60.75388320800266,2.790865164404224,-0.2540895493290546,0.18921119758672708,214,0.3934579439252336,0.22254672897196265,3.7429906542056073,45.453271028037385,6.268976579836218,0.04378306086003569
94,online-critic_20260630T205914982747,artifacts/model-snapshots/online-critic_20260630T205914982747,95,artifacts/experiments/online-training-epoch-95_20260630T205915,goal_reached,True,759,7.59,13.417937707825331,0.050546457758173347,15.646379832993262,3.0985753421154993,-0.13679233883583913,0.40824444560151507,139,0.4821942446043166,0.04370503597122303,3.5107913669064748,9.697841726618705,6.2709648019745945,0.044174431632143116
95,online-critic_20260630T205935459885,artifacts/model-snapshots/online-critic_20260630T205935459885,96,artifacts/experiments/online-training-epoch-96_20260630T205935,goal_reached,True,1155,11.55,21.631499661452835,0.08825438949861564,25.73310841701459,3.4076050800768667,0.8586237034596621,0.295030742863798,242,0.13037190082644629,0.04059917355371901,3.268595041322314,9.070247933884298,6.2693798206931195,0.04323233252739685
96,online-critic_20260630T210008689249,artifacts/model-snapshots/online-critic_20260630T210008689249,97,artifacts/experiments/online-training-epoch-97_20260630T210008,goal_reached,True,1119,11.19,20.23240007701679,0.07721178897190839,23.870007834018907,2.9716917612354887,0.3409220820688538,0.2655667346948605,170,0.6138235294117647,0.06367647058823529,4.470588235294118,13.658823529411764,6.269494315266528,0.042871956094501326
97,online-critic_20260630T210038387220,artifacts/model-snapshots/online-critic_20260630T210038387220,98,artifacts/experiments/online-training-epoch-98_20260630T210038,goal_reached,True,1030,10.3,20.709938707877882,0.06861204508459195,24.5798202920123,3.2612682702636007,0.830273017380074,0.31662798740423304,133,0.11560150375939851,0.07011278195488722,5.225563909774436,14.947368421052632,0.013823400035040298,-0.04328841679245557
98,online-critic_20260630T210106922571,artifacts/model-snapshots/online-critic_20260630T210106922571,99,artifacts/experiments/online-training-epoch-99_20260630T210106,goal_reached,True,1579,15.790000000000001,30.472762915480416,0.11270670159137808,35.485692624992225,2.999718867630006,-0.24200016159523707,0.18997586242115302,411,0.7360097323600974,0.04233576642335766,2.9124087591240877,9.416058394160585,-6.269228391944826,-0.04370651669231137
99,online-critic_20260630T210154913526,artifacts/model-snapshots/online-critic_20260630T210154913526,100,artifacts/experiments/online-training-epoch-100_20260630T210155,goal_reached,True,1553,15.530000000000001,20.749507292668568,0.09300308462115936,24.134183165995637,3.2832827111255813,0.5280999758439667,0.21141549975052037,307,0.48574918566775244,0.038843648208469056,2.511400651465798,8.716612377850163,6.269792371610514,0.04407287010309603
100,online-critic_20260630T210228444903,artifacts/model-snapshots/online-critic_20260630T210228444903,101,artifacts/experiments/online-training-epoch-101_20260630T210228,goal_reached,True,1554,15.540000000000001,70.37522875072318,0.10345586441690102,82.18246237499989,3.981821719950857,1.1659895552787773,0.25623048390932157,290,0.44232758620689655,0.19525862068965516,5.903448275862069,40.02068965517241,0.006934245651235573,-0.04427324731156291
101,online-critic_20260630T210357020649,artifacts/model-snapshots/online-critic_20260630T210357020649,102,artifacts/experiments/online-training-epoch-102_20260630T210357,goal_reached,True,1393,13.93,19.98295449966099,0.07119838771177456,23.380206792004174,2.6993334862808966,0.5167417527581485,0.19377842686869323,347,0.7103746397694525,0.05057636887608069,3.0403458213256482,11.060518731988473,-6.269320095395416,-0.043431509459526826
102,online-critic_20260630T210427224283,artifacts/model-snapshots/online-critic_20260630T210427224283,103,artifacts/experiments/online-training-epoch-103_20260630T210427,goal_reached,True,1006,10.06,17.089552172867116,0.05264675687067211,20.17161124999984,3.103969595423401,0.9017076346791828,0.3085456854297615,252,0.5412698412698413,0.043948412698412695,3.2698412698412698,9.757936507936508,0.013880725137842675,-0.04333225906594572
103,online-critic_20260630T210452587225,artifacts/model-snapshots/online-critic_20260630T210452587225,104,artifacts/experiments/online-training-epoch-104_20260630T210452,goal_reached,True,1089,10.89,18.701505169156007,0.05492245787172578,22.3967753330071,2.8219627912788154,-0.17730051588598422,0.2591334059943816,236,0.7248940677966101,0.05095338983050848,3.885593220338983,11.139830508474576,6.269449145852497,0.043015235329374964
104,online-critic_20260630T210520315051,artifacts/model-snapshots/online-critic_20260630T210520315051,105,artifacts/experiments/online-training-epoch-105_20260630T210520,goal_reached,True,1389,13.89,14.73376383073628,0.0686045236652717,17.561453665985027,2.9936177989483292,1.3414601589373332,0.2155232396651065,225,0.8952222222222223,0.04822222222222223,2.8,10.622222222222222,6.269250580381507,0.04365749945037905
105,online-critic_20260630T210542702463,artifacts/model-snapshots/online-critic_20260630T210542702463,106,artifacts/experiments/online-training-epoch-106_20260630T210542,goal_reached,True,1033,10.33,95.9410066230048,0.0524039187876042,117.54816679202486,3.1095588915588013,0.3895820598598738,0.3010221579437368,180,0.4873611111111111,0.24375000000000005,22.38888888888889,49.66111111111111,0.013901397653531874,-0.043011679859111404
106,online-critic_20260630T210745587026,artifacts/model-snapshots/online-critic_20260630T210745587026,107,artifacts/experiments/online-training-epoch-107_20260630T210745,goal_reached,True,1053,10.53,14.550094917882234,0.05572512812796049,17.184031125012552,2.8118140471137236,-0.05659174812360924,0.2670288743697743,212,0.1435141509433962,0.04681603773584906,3.1320754716981134,10.226415094339623,6.274227194219439,0.04566633736227122
107,online-critic_20260630T210807061329,artifacts/model-snapshots/online-critic_20260630T210807061329,108,artifacts/experiments/online-training-epoch-108_20260630T210807,goal_reached,True,1130,11.3,32.25527674789191,0.055075169511837885,37.57080524999765,3.043780538993723,1.6819713450606737,0.26936110964546217,145,0.3293103448275862,0.2239655172413793,9.931034482758621,45.69655172413793,6.269157164377227,0.043928889920660644
108,online-critic_20260630T210847835870,artifacts/model-snapshots/online-critic_20260630T210847835870,109,artifacts/experiments/online-training-epoch-109_20260630T210847,goal_reached,True,936,9.36,12.490449491160689,0.046032207465032116,14.707023625000147,2.4367165229770857,1.320260110213836,0.26033296185652627,139,0.5330935251798562,0.06780575539568345,4.028776978417266,14.510791366906474,0.013801318035110343,-0.0433536034718366
109,online-critic_20260630T210905608940,artifacts/model-snapshots/online-critic_20260630T210905608940,110,artifacts/experiments/online-training-epoch-110_20260630T210905,goal_reached,True,812,8.120000000000001,22.478791503206594,0.040277715685078874,25.13906329200836,2.615704576393504,1.1156722785701423,0.3221311054671803,128,0.14765625,0.25546875,5.3828125,51.9921875,6.26418758939332,0.04359731275162024
110,online-critic_20260630T210933817007,artifacts/model-snapshots/online-critic_20260630T210933817007,111,artifacts/experiments/online-training-epoch-111_20260630T210933,goal_reached,True,1130,11.3,14.150246914039599,0.05532757905893959,16.846715541993035,2.7647487290604715,-0.4559835684786062,0.2446680291203957,211,0.5462085308056873,0.04372037914691943,3.4170616113744074,9.701421800947868,6.269414434937459,0.04306156680867426
111,online-critic_20260630T210954787012,artifacts/model-snapshots/online-critic_20260630T210954787012,112,artifacts/experiments/online-training-epoch-112_20260630T210954,goal_reached,True,1309,13.09,20.488925374287646,0.06535511330002919,22.844652041007066,2.6714387274982947,0.25377564998048646,0.20408240851782236,209,0.14138755980861245,0.14342105263157898,3.3636363636363638,29.593301435406698,0.013688540667245447,-0.04287598417976015
112,online-critic_20260630T211022331781,artifacts/model-snapshots/online-critic_20260630T211022331781,113,artifacts/experiments/online-training-epoch-113_20260630T211022,goal_reached,True,934,9.34,13.45631586923264,0.047560040693497285,15.873429250001209,2.898629666058415,0.1246506687328732,0.3103457886572179,187,0.4451871657754011,0.047326203208556156,3.5080213903743314,10.390374331550802,0.01363604754060777,-0.04276017588881187
113,online-critic_20260630T211042305147,artifacts/model-snapshots/online-critic_20260630T211042305147,114,artifacts/experiments/online-training-epoch-114_20260630T211042,goal_reached,True,971,9.71,17.149828835914377,0.04787587557802908,18.972626499977196,2.462541266042873,-0.21690533035865456,0.253608781260852,184,0.2559782608695652,0.14279891304347825,2.5815217391304346,29.309782608695652,0.014148438005295636,-0.04311061799426986
114,online-critic_20260630T211105259010,artifacts/model-snapshots/online-critic_20260630T211105259010,115,artifacts/experiments/online-training-epoch-115_20260630T211105,goal_reached,True,1213,12.13,26.538768122904003,0.05789808669942431,30.53132054200978,2.916924847613955,0.047039071882806274,0.24047195775877614,120,0.5464583333333335,0.22604166666666667,10.325,45.8,0.014477300078426262,-0.0437106597298544
115,online-critic_20260630T211138363546,artifacts/model-snapshots/online-critic_20260630T211138363546,116,artifacts/experiments/online-training-epoch-116_20260630T211138,goal_reached,True,938,9.38,13.501796122844098,0.04637093187193386,16.07232008301071,3.2118342578923484,-0.01209104564889472,0.34241303389044225,175,0.33557142857142863,0.04685714285714286,3.857142857142857,10.337142857142856,0.01392026957211372,-0.043777261266393426
116,online-critic_20260630T211158362228,artifacts/model-snapshots/online-critic_20260630T211158362228,117,artifacts/experiments/online-training-epoch-117_20260630T211158,goal_reached,True,1263,12.63,22.9309761969198,0.06316627390333451,25.5211358750239,2.70121648715813,0.2098853379303722,0.21387303936327234,262,0.0801526717557252,0.13187022900763357,2.7786259541984735,27.267175572519083,0.009550800280004296,-0.04365607870617732
117,online-critic_20260630T211229500705,artifacts/model-snapshots/online-critic_20260630T211229500705,118,artifacts/experiments/online-training-epoch-118_20260630T211229,goal_reached,True,1012,10.120000000000001,14.632692248938838,0.04856727356673218,17.28808958400623,2.8945899625245186,0.9027634948944327,0.2860266761387864,160,0.65953125,0.06234375000000001,4.0125,13.4375,0.014053933270467682,-0.04401025751666894
118,online-critic_20260630T211250100755,artifacts/model-snapshots/online-critic_20260630T211250100755,119,artifacts/experiments/online-training-epoch-119_20260630T211250,goal_reached,True,1135,11.35,10.749152415752178,0.0558984823001083,12.397195832978468,2.787996676132398,0.342291812297575,0.2456384736680527,221,0.06798642533936652,0.03766968325791856,2.4570135746606336,8.425339366515837,6.269415376852575,0.04287879245288096
119,online-critic_20260630T211306676434,artifacts/model-snapshots/online-critic_20260630T211306676434,120,artifacts/experiments/online-training-epoch-120_20260630T211306,goal_reached,True,1299,12.99,20.031233715999406,0.06215340190101415,21.908197040989762,2.547034563764252,1.4187150614451634,0.19607656380017338,180,0.11055555555555555,0.18972222222222226,2.7111111111111112,38.794444444444444,6.269077793870094,0.04278029272223044
120,online-critic_20260630T211332227578,artifacts/model-snapshots/online-critic_20260630T211332227578,121,artifacts/experiments/online-training-epoch-121_20260630T211332,goal_reached,True,841,8.41,11.87157882610336,0.04257001564837992,13.993277458008379,2.8558666962654615,1.1696823603181423,0.3395798687592701,179,0.6424581005586593,0.04162011173184357,3.1675977653631286,9.296089385474861,6.269493847260189,0.042875346909675545
121,online-critic_20260630T211350154172,artifacts/model-snapshots/online-critic_20260630T211350154172,122,artifacts/experiments/online-training-epoch-122_20260630T211350,goal_reached,True,1039,10.39,14.031783539161552,0.04988187228445895,16.60118841700023,3.1053045774146733,-0.5495125505803394,0.29887435778774524,171,0.15921052631578947,0.05482456140350877,3.9590643274853803,11.894736842105264,6.268320586561766,0.04341174126540759
122,online-critic_20260630T211410602720,artifacts/model-snapshots/online-critic_20260630T211410602720,123,artifacts/experiments/online-training-epoch-123_20260630T211410,goal_reached,True,1326,13.26,24.348582464037463,0.061447305750334635,26.632816041994374,2.940501692515625,-0.9725050141112266,0.22175729204491895,147,0.20867346938775508,0.2857142857142857,4.0272108843537415,58.02721088435374,6.269179278121523,0.043703459040410425
123,online-critic_20260630T211440306825,artifacts/model-snapshots/online-critic_20260630T211440306825,124,artifacts/experiments/online-training-epoch-124_20260630T211440,goal_reached,True,1619,16.19,16.303378619806608,0.07840800876147114,18.89155129098799,2.9246177443883976,0.06538210787528456,0.18064346784363172,226,0.4496681415929204,0.05442477876106195,3.2123893805309733,11.814159292035399,6.269379947545403,0.0432374771490621
124,online-critic_20260630T211503611420,artifacts/model-snapshots/online-critic_20260630T211503611420,125,artifacts/experiments/online-training-epoch-125_20260630T211503,goal_reached,True,1688,16.88,28.655171426944435,0.07705332306795754,31.418148791999556,2.5132685321066486,-0.2869743097338552,0.1488903158830953,140,0.22392857142857145,0.35767857142857157,3.95,72.37142857142857,6.269109559024338,0.04395257133378552
125,online-critic_20260630T211538396230,artifacts/model-snapshots/online-critic_20260630T211538396230,126,artifacts/experiments/online-training-epoch-126_20260630T211538,goal_reached,True,1348,13.48,11.912347707082517,0.06375230496632867,13.841646457993193,3.1584601699465935,0.24699383568528802,0.23430713426903513,171,0.5875730994152046,0.055555555555555566,3.146198830409357,12.070175438596491,6.268671168275207,0.043838603599214834
126,online-critic_20260630T211555865635,artifacts/model-snapshots/online-critic_20260630T211555865635,127,artifacts/experiments/online-training-epoch-127_20260630T211555,goal_reached,True,949,9.49,28.318259290215792,0.04561881927656941,31.346673166990513,2.975526324979016,-0.3978001493759827,0.31354334299041264,124,0.297983870967742,0.37499999999999994,4.75,75.95967741935483,0.007069989178692554,-0.04542670092155488
127,online-critic_20260630T211629663938,artifacts/model-snapshots/online-critic_20260630T211629663938,128,artifacts/experiments/online-training-epoch-128_20260630T211629,goal_reached,True,799,7.99,12.676202461996581,0.03970830200705677,14.80117533300654,2.5815473276682583,-0.26499598639059696,0.3230972875679923,183,0.6371584699453552,0.047404371584699456,3.453551912568306,10.448087431693988,6.279848467902582,0.04742346651082163
